row,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,kmeans_cluster,hier_cluster,clarans_cluster
74141,91.0,95000,175000.0,54.442,36%-<43%,White,Refinance,Principal_Residence,Originated,18.84,0,6,6
69432,115.0,325000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,9.87,0,6,6
32008,138.0,155000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,9.8,2,7,1
12831,151.0,475000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,32.66,2,7,1
50067,64.0,175000,245000.0,70.074,50%-60%,Race Not Available,Refinance,Principal_Residence,Denied,95.51,4,2,0
61948,95.0,175000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,22.09,2,7,1
31137,41.0,75000,105000.0,75.0,43%-<50%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,12.12,2,7,1
41097,52.0,155000,155000.0,101.01,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,15.16,2,7,1
45684,33.0,105000,115000.0,78.353,>60%,Black or African American,Home_Purchase,Principal_Residence,Denied,43.7,3,1,2
24048,66.0,385000,375000.0,100.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,50.49,4,2,0
98320,53.0,205000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,13.19,0,6,6
29216,220.0,645000,805000.0,79.982,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,59.66,2,7,5
96153,95.0,225000,235000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,46.48,0,6,6
14944,271.0,195000,265000.0,75.0,<20%,White,Home_Purchase,Second_Residence,Originated,74.63,2,7,5
31525,32.0,85000,165000.0,52.469,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,7.69,3,1,2
37107,95.0,65000,115000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,8.96,2,7,1
10077,50.0,225000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,43.39,0,6,6
1871,0.0,2515000,3805000.0,66.28,<20%,Race Not Available,Refinance,Principal_Residence,Denied,14.33,0,6,6
94638,417.0,245000,965000.0,68.536,<20%,Race Not Available,Other,Principal_Residence,Originated,57.68,6,4,4
76686,78.0,255000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,17.07,0,6,6
12233,52.0,75000,95000.0,80.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Denied,39.1,0,6,6
67724,172.0,505000,905000.0,56.528,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,22.01,2,7,1
17888,35.0,85000,155000.0,53.333,>60%,Black or African American,Home_Improvement,Principal_Residence,Denied,44.8,4,2,0
39076,90.0,565000,755000.0,74.8,43%-<50%,Race Not Available,Refinance,Principal_Residence,Denied,60.85,0,6,6
79835,79.0,285000,355000.0,78.212,30%-<36%,Asian,Home_Purchase,Principal_Residence,Originated,17.89,2,7,1
46343,85.0,365000,565000.0,63.717,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Denied,63.9,2,7,5
74325,61.0,125000,265000.0,45.28,43%-<50%,White,Home_Purchase,Principal_Residence,Approved_NotAccepted,13.17,2,7,1
71423,233.0,695000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,27.95,2,7,1
54462,74.0,385000,375000.0,100.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,29.45,2,7,1
22749,76.0,25000,205000.0,78.072,50%-60%,White,Home_Improvement,Principal_Residence,Originated,6.89,4,2,0
915,33.0,105000,105000.0,100.0,50%-60%,White,Home_Purchase,Principal_Residence,Denied,16.04,4,2,0
9311,111.0,295000,375000.0,80.0,<20%,White,CashOut_Refinance,Principal_Residence,Originated,33.8,0,6,6
43457,167.0,265000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,20.54,2,7,1
25987,646.0,1005000,5005000.0,87.74,43%-<50%,White,Home_Improvement,Principal_Residence,Denied,17.51,5,3,4
95481,72.0,235000,405000.0,56.79,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,47.23,0,6,6
90060,95.0,325000,385000.0,85.0,Unknown,Race Not Available,Home_Purchase,Investment,Originated,49.88,1,5,3
52928,95.0,155000,155000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,30.96,2,7,1
95998,123.0,295000,575000.0,50.877,20%-<30%,White,Refinance,Principal_Residence,Originated,22.62,0,6,6
97435,235.0,645000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,22.5,2,7,1
67297,175.0,405000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,9.86,6,4,4
95768,14.0,25000,255000.0,39.053,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,57.24,6,4,4
93169,34.0,45000,55000.0,80.0,<20%,White,Other,Principal_Residence,Denied,8.83,2,7,1
98543,192.0,425000,535000.0,81.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,23.6,2,7,1
29736,95.0,335000,425000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,25.9,2,7,1
44942,33.0,155000,165000.0,87.87,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Denied,31.27,2,7,1
36123,334.0,565000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,25.22,5,7,1
46917,129.0,235000,255000.0,92.0,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,25.11,2,7,1
25774,89.0,295000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,20.38,0,6,6
85146,34.0,55000,55000.0,95.0,20%-<30%,Black or African American,Home_Purchase,Principal_Residence,Approved_NotAccepted,40.05,2,7,5
64658,66.0,295000,325000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,50.5,2,7,5
65412,40.0,125000,125000.0,97.19,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Denied,0.0,3,1,2
66615,109.0,155000,35000.0,502.86,20%-<30%,Joint,Home_Improvement,Principal_Residence,Denied,34.56,6,4,4
70199,104.0,55000,785000.0,70.283,36%-<43%,Race Not Available,Home_Improvement,Principal_Residence,Originated,15.85,6,4,4
16582,95.0,315000,405000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,91.22,2,7,5
56623,74.0,405000,375000.0,78.353,Unknown,Asian,CashOut_Refinance,Principal_Residence,Withdrawn,67.94,0,6,6
5050,72.0,135000,165000.0,81.17,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,4.06,2,7,1
84419,73.0,365000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,84.34,0,6,6
88799,81.0,345000,385000.0,90.0,30%-<36%,Black or African American,Home_Purchase,Principal_Residence,Originated,41.62,2,7,1
22755,114.0,375000,225000.0,101.86,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Originated,48.81,4,2,0
95755,47.0,155000,685000.0,22.084,36%-<43%,White,Refinance,Principal_Residence,Originated,21.57,0,6,6
74053,127.0,125000,565000.0,72.113,20%-<30%,White,Refinance,Principal_Residence,Originated,61.89,6,4,4
32075,177.0,285000,735000.0,46.736,43%-<50%,White,Refinance,Principal_Residence,Denied,26.52,0,6,6
80357,49.0,245000,375000.0,65.36,36%-<43%,American Indian or Alaska Native,Refinance,Principal_Residence,Originated,34.55,0,6,6
24056,95.0,525000,605000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,14.81,2,7,1
99762,95.0,215000,235000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,18.98,2,7,1
53151,118.0,505000,995000.0,50.075,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,29.92,2,6,1
9121,93.0,255000,335000.0,78.098,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,58.98,0,6,6
94226,35.0,145000,245000.0,60.03,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,14.35,0,6,6
37046,60.0,245000,305000.0,82.504,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,6.77,0,6,6
40781,95.0,135000,145000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,4.16,0,6,6
6869,22.0,25000,125000.0,22.822,20%-<30%,White,Refinance,Principal_Residence,Originated,3.56,0,6,6
11561,115.0,355000,365000.0,96.5,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,41.71,2,7,1
69483,69.0,275000,355000.0,77.729,50%-60%,White,CashOut_Refinance,Principal_Residence,Originated,18.64,4,2,0
55210,105.0,215000,825000.0,26.424,<20%,White,Refinance,Principal_Residence,Originated,27.54,0,6,6
61236,95.0,75000,75000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,6.52,2,7,1
4233,19.0,95000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,44.26,0,6,6
99232,97.0,305000,315000.0,96.5,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,25.09,2,7,1
33163,73.0,295000,305000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,17.53,2,7,1
91493,44.0,45000,375000.0,78.353,Exempt,Race Not Available,Other,Principal_Residence,Originated,91.69,2,7,5
60197,67.0,195000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,9.85,0,6,6
81990,123.0,155000,885000.0,62.1,<20%,Race Not Available,Home_Improvement,Principal_Residence,Originated,30.26,6,4,4
99240,1739.0,3005000,1295000.0,233.0,43%-<50%,White,Home_Improvement,Investment,Originated,33.2,5,3,3
43329,385.0,965000,965000.0,70.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,23.38,5,3,1
90141,65.0,55000,135000.0,57.55,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,17.17,0,6,6
75458,95.0,235000,295000.0,78.353,Unknown,Race Not Available,NotApplicable,Investment,Purchased,32.1,1,5,3
32457,68.0,225000,1405000.0,40.688,>60%,White,CashOut_Refinance,Principal_Residence,Denied,68.17,4,2,0
25723,138.0,295000,325000.0,90.0,30%-<36%,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,2,7,1
955,193.0,945000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,14.56,0,6,6
37089,91.0,285000,345000.0,82.383,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,44.29,0,6,6
48457,95.0,125000,195000.0,78.353,Unknown,Race Not Available,Refinance,Second_Residence,Purchased,14.89,0,6,6
13395,65.0,75000,495000.0,50.14,43%-<50%,Black or African American,Home_Improvement,Principal_Residence,Denied,95.99,6,4,4
42969,178.0,315000,455000.0,68.57,36%-<43%,Asian,CashOut_Refinance,Principal_Residence,Originated,54.2,0,6,6
72266,88.0,135000,355000.0,48.51,43%-<50%,White,Refinance,Principal_Residence,Originated,11.84,0,6,6
59707,196.0,195000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Originated,6.28,2,7,1
25330,209.0,885000,1395000.0,63.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,73.85,2,7,5
94099,107.0,315000,355000.0,89.14,36%-<43%,White,Refinance,Principal_Residence,Denied,17.95,0,6,6
6490,77.0,285000,355000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Purchased,21.61,2,7,1
96819,115.0,265000,295000.0,89.991,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Approved_NotAccepted,76.36,0,6,6
46270,209.0,855000,945000.0,90.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,20.98,2,7,1
82889,259.0,435000,545000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,58.14,2,7,5
31704,62.0,185000,185000.0,96.5,36%-<43%,White,Home_Purchase,Principal_Residence,Preapproval_Approved_NotAccepted,0.0,2,7,1
31124,36.0,125000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,39.42,0,6,6
54799,24.0,25000,65000.0,41.67,50%-60%,White,Other,Principal_Residence,Denied,16.38,4,2,0
56708,60.0,265000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,18.39,2,7,1
92070,59.0,5000,225000.0,100.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,51.57,2,7,5
79699,52.0,205000,375000.0,78.353,Exempt,White,Refinance,Principal_Residence,Purchased,7.83,0,6,6
60783,43.0,145000,205000.0,69.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,69.84,0,6,6
71622,199.0,55000,355000.0,84.209,<20%,White,Home_Improvement,Principal_Residence,Originated,9.15,6,4,4
69278,50.0,165000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,32.08,0,6,6
57471,95.0,525000,655000.0,80.0,30%-<36%,White,Refinance,Principal_Residence,Denied,11.01,0,6,6
84996,95.0,395000,415000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,49.62,2,7,1
73371,72.0,75000,475000.0,64.797,36%-<43%,White,Other,Principal_Residence,Originated,21.77,6,4,4
12413,55.0,75000,95000.0,83.28,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,8.92,2,7,1
3254,168.0,155000,1205000.0,45.839,43%-<50%,White,Other,Principal_Residence,Originated,18.84,6,4,4
82971,185.0,95000,105000.0,95.0,20%-<30%,Race Not Available,Home_Purchase,Principal_Residence,Originated,8.59,2,7,1
99630,52.0,55000,435000.0,51.795,50%-60%,White,Other,Principal_Residence,Denied,32.25,4,2,0
15368,169.0,565000,755000.0,75.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Denied,74.47,2,7,5
98609,31.0,15000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Denied,88.55,0,6,6
41591,124.0,205000,595000.0,34.0,>60%,White,Refinance,Principal_Residence,Denied,8.62,4,2,0
96210,136.0,205000,275000.0,73.636,43%-<50%,Black or African American,CashOut_Refinance,Investment,Denied,97.93,1,5,3
70514,80.0,355000,445000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,11.14,2,7,1
18410,68.0,55000,225000.0,25.42,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,14.82,0,6,6
31008,36.0,105000,165000.0,65.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,16.68,0,6,6
63792,52.0,245000,255000.0,96.5,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Originated,26.64,4,2,0
56779,96.0,545000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,22.96,2,7,1
87220,119.0,165000,215000.0,75.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,25.26,2,7,1
59333,96.0,95000,125000.0,79.167,<20%,White,Home_Improvement,Principal_Residence,Originated,26.42,2,7,1
67736,197.0,135000,575000.0,22.609,43%-<50%,White,Other,Principal_Residence,Denied,41.92,0,6,1
40659,389.0,645000,1075000.0,73.501,20%-<30%,Race Not Available,Refinance,Principal_Residence,Originated,13.59,5,6,6
87399,46.0,235000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,23.2,0,6,6
63110,95.0,45000,375000.0,78.135,50%-60%,White,Home_Improvement,Principal_Residence,Denied,48.79,4,2,0
44580,35.0,55000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Incomplete,36.4,0,6,6
23881,36.0,25000,255000.0,11.16,<20%,White,Refinance,Principal_Residence,Originated,50.09,0,6,6
74641,107.0,205000,265000.0,77.17,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,9.61,2,7,1
14145,360.0,845000,1055000.0,80.0,36%-<43%,Race Not Available,Other,Second_Residence,Originated,36.65,5,7,1
47261,25.0,215000,405000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Originated,59.8,0,6,6
8504,24.0,125000,345000.0,36.765,43%-<50%,White,Other,Principal_Residence,Denied,38.23,2,6,5
61869,48.0,105000,375000.0,78.353,Unknown,White,Home_Improvement,Investment,Withdrawn,26.75,1,5,3
23251,844.0,265000,375000.0,78.353,Unknown,White,Home_Purchase,Second_Residence,Withdrawn,86.37,5,3,4
7799,95.0,55000,55000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,36.32,2,7,1
3394,118.0,325000,465000.0,69.892,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,36.61,0,6,6
21393,144.0,525000,755000.0,70.0,36%-<43%,White,Home_Improvement,Principal_Residence,Denied,94.59,2,7,5
56924,95.0,165000,165000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,12.51,2,7,1
89037,116.0,485000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,74.87,2,7,5
61899,279.0,505000,685000.0,72.993,<20%,White,CashOut_Refinance,Principal_Residence,Originated,58.77,0,6,6
83495,540.0,215000,2605000.0,80.0,43%-<50%,White,Home_Improvement,Principal_Residence,Denied,50.75,5,4,4
74210,71.0,255000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,46.36,2,7,1
77520,95.0,135000,145000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,6.11,2,7,1
58034,363.0,205000,1445000.0,73.98,20%-<30%,Asian,Home_Improvement,Principal_Residence,Originated,26.88,5,4,4
20434,111.0,175000,285000.0,62.5,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,21.12,2,7,1
95165,85.0,115000,505000.0,22.2,20%-<30%,Race Not Available,Refinance,Principal_Residence,Denied,74.77,0,6,6
8972,23.0,65000,65000.0,78.353,20%-<30%,White,Home_Purchase,Principal_Residence,Denied,28.28,3,1,2
92727,108.0,245000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Withdrawn,21.21,0,6,6
84218,375.0,505000,805000.0,62.5,30%-<36%,White,Other,Principal_Residence,Denied,7.8,5,3,1
95745,95.0,165000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,12.67,2,7,1
79578,115.0,245000,275000.0,88.364,36%-<43%,White,CashOut_Refinance,Principal_Residence,Denied,14.27,0,6,6
23343,32.0,145000,375000.0,78.353,Unknown,Black or African American,Refinance,Principal_Residence,Withdrawn,15.94,0,6,6
28409,82.0,25000,25000.0,99.27,50%-60%,White,Home_Purchase,Principal_Residence,Denied,5.44,3,1,2
89901,73.0,395000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,25.35,3,1,2
95699,72.0,225000,245000.0,95.0,36%-<43%,White,Home_Purchase,Principal_Residence,Preapproval_Denied,0.0,2,7,1
49894,167.0,305000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,44.87,2,7,5
41969,95.0,385000,435000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,10.13,2,7,1
29983,216.0,425000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,47.3,0,6,6
3913,90.0,25000,175000.0,38.862,20%-<30%,White,Other,Principal_Residence,Originated,7.64,6,4,4
13134,95.0,415000,465000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,48.79,2,7,5
61400,630.0,225000,235000.0,95.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,10.01,5,3,1
6778,95.0,205000,425000.0,48.99,<20%,White,Refinance,Principal_Residence,Originated,20.8,0,6,6
71440,81.0,65000,435000.0,85.241,50%-60%,White,Other,Principal_Residence,Originated,7.6,4,2,0
16056,60.0,215000,295000.0,74.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,19.02,0,6,6
49175,69.0,225000,415000.0,54.699,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,43.8,0,6,6
59542,95.0,805000,1305000.0,78.353,Unknown,Race Not Available,Refinance,Investment,Originated,96.78,1,5,3
65145,130.0,335000,565000.0,59.893,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,8.58,2,7,1
89126,208.0,555000,695000.0,78.69,43%-<50%,Race Not Available,Home_Purchase,Second_Residence,Originated,18.57,2,7,1
64314,95.0,505000,735000.0,68.46,Unknown,Race Not Available,Refinance,Investment,Originated,26.22,1,5,3
41511,86.0,45000,365000.0,52.89,30%-<36%,White,Home_Improvement,Principal_Residence,Originated,10.09,6,4,4
57261,100.0,125000,255000.0,48.0,20%-<30%,Joint,Home_Improvement,Principal_Residence,Originated,35.45,2,6,1
5601,175.0,155000,845000.0,18.938,<20%,White,Home_Purchase,Principal_Residence,Originated,12.3,0,6,1
84282,120.0,505000,2205000.0,22.727,>60%,White,Other,Principal_Residence,Denied,29.4,4,2,0
67874,60.0,295000,325000.0,90.0,50%-60%,White,Home_Purchase,Principal_Residence,Originated,28.73,4,2,0
19618,60.0,205000,375000.0,78.353,Unknown,Black or African American,Refinance,Principal_Residence,Incomplete,97.63,0,6,6
41574,112.0,145000,145000.0,100.0,20%-<30%,Joint,Home_Purchase,Principal_Residence,Originated,16.61,2,7,1
15928,122.0,195000,445000.0,43.43,30%-<36%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,23.59,0,6,6
73395,63.0,65000,175000.0,37.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,41.8,2,6,1
25752,153.0,75000,465000.0,59.33,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,10.08,6,4,4
70102,84.0,215000,225000.0,95.556,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,54.65,2,7,5
75402,24.0,135000,145000.0,92.86,>60%,White,Home_Purchase,Principal_Residence,Denied,6.97,4,2,0
47253,150.0,125000,215000.0,58.249,30%-<36%,White,Refinance,Principal_Residence,Originated,25.9,0,6,6
4243,95.0,185000,285000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Second_Residence,Purchased,3.79,0,6,6
37112,88.0,145000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,23.27,0,6,6
46994,500.0,1655000,2405000.0,69.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Approved_NotAccepted,22.84,5,3,1
40999,59.0,75000,85000.0,88.33,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,7.39,3,1,2
47312,173.0,645000,2225000.0,29.088,30%-<36%,White,Other,Principal_Residence,Approved_NotAccepted,15.03,0,6,1
74011,46.0,55000,75000.0,73.333,<20%,White,Home_Purchase,Principal_Residence,Originated,8.11,2,7,1
55166,95.0,205000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,67.99,2,7,5
20508,81.0,325000,405000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,14.63,2,7,1
35778,114.0,85000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,17.7,2,7,1
1718,56.0,75000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,20.51,6,4,4
7851,160.0,675000,745000.0,90.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,93.64,2,7,5
2826,52.0,75000,195000.0,39.387,43%-<50%,White,Refinance,Principal_Residence,Originated,60.05,0,6,6
32452,176.0,1005000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,64.78,0,6,6
94237,64.0,395000,375000.0,78.353,Unknown,Joint,Home_Purchase,Principal_Residence,Withdrawn,19.84,2,7,1
27839,95.0,185000,255000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,10.53,0,6,6
6970,57.0,135000,155000.0,89.428,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,8.46,2,7,1
70873,72.0,165000,165000.0,100.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,84.46,2,7,5
63535,108.0,405000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,61.08,2,7,5
92448,122.0,1505000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Withdrawn,0.0,1,5,3
45418,89.0,195000,225000.0,89.367,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,11.69,2,7,1
75279,28.0,105000,135000.0,78.0,43%-<50%,Black or African American,CashOut_Refinance,Principal_Residence,Originated,41.31,0,6,6
3321,88.0,155000,175000.0,88.571,<20%,Race Not Available,Home_Purchase,Principal_Residence,Denied,43.26,2,7,1
90368,58.0,225000,235000.0,100.0,<20%,Black or African American,Home_Purchase,Principal_Residence,Denied,89.94,2,7,5
50866,110.0,15000,15000.0,90.0,<20%,Race Not Available,Refinance,Principal_Residence,Approved_NotAccepted,18.42,3,1,2
99982,202.0,255000,1105000.0,69.975,43%-<50%,White,Refinance,Principal_Residence,Denied,74.53,6,4,4
4739,37.0,35000,235000.0,13.74,36%-<43%,White,Other,Principal_Residence,Denied,26.42,0,6,1
48902,97.0,375000,375000.0,78.353,Exempt,Asian,Home_Purchase,Principal_Residence,Originated,37.74,2,7,1
20409,123.0,305000,435000.0,69.02,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,57.94,0,6,6
44079,119.0,395000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,16.53,2,7,1
28211,44.0,175000,185000.0,95.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,4.94,3,1,2
6561,54.0,155000,165000.0,95.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,43.09,2,7,5
41020,95.0,475000,525000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,16.83,2,7,1
45385,346.0,435000,1455000.0,74.92,20%-<30%,White,Home_Improvement,Principal_Residence,Originated,21.41,6,4,4
28585,450.0,355000,375000.0,78.353,Unknown,Asian,Other,Principal_Residence,Incomplete,34.73,5,4,4
86225,50.0,45000,375000.0,78.353,Unknown,Black or African American,Refinance,Principal_Residence,Incomplete,99.92,0,6,6
5560,183.0,225000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,54.51,0,6,6
53405,95.0,145000,155000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,55.99,2,7,5
15792,91.0,205000,295000.0,67.32,36%-<43%,White,Refinance,Principal_Residence,Originated,7.18,0,6,6
78818,234.0,795000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Withdrawn,45.33,2,7,5
54896,59.0,185000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,4.59,3,1,2
66961,96.0,325000,375000.0,78.353,Unknown,Asian,Home_Purchase,Principal_Residence,Withdrawn,27.72,2,7,1
88720,51.0,225000,245000.0,89.0,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,8.08,2,7,1
96689,161.0,285000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,38.96,0,6,6
70084,123.0,295000,365000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,60.23,2,7,5
61837,78.0,275000,285000.0,101.763,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,96.68,2,7,5
53391,126.0,205000,645000.0,55.004,43%-<50%,White,Home_Improvement,Principal_Residence,Originated,6.44,6,4,4
13371,96.0,125000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Incomplete,49.4,0,6,6
