row,income,loan_amount,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,derived_race,loan_purpose,occupancy_type,action_taken,tract_minority_population_percent,kmeans_cluster,hier_cluster,clarans_cluster
7561,99.0,315000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,26.26,3,1,2
96140,57.0,155000,565000.0,26.786,36%-<43%,White,Refinance,Principal_Residence,Originated,5.4,0,6,6
13806,65.0,45000,185000.0,21.39,30%-<36%,Black or African American,Home_Improvement,Principal_Residence,Approved_NotAccepted,88.72,0,6,5
19637,74.0,285000,355000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,36.15,2,7,1
60987,156.0,55000,245000.0,50.17,<20%,White,Home_Improvement,Principal_Residence,Originated,19.95,6,4,4
42615,37.0,205000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,52.52,0,6,6
5070,165.0,665000,835000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,13.98,2,7,1
55840,118.0,225000,245000.0,90.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,30.31,2,7,1
65473,99.0,225000,285000.0,80.0,<20%,White,Home_Purchase,Principal_Residence,Originated,49.43,2,7,5
69385,95.0,235000,265000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,31.3,2,7,1
72912,91.0,365000,365000.0,78.353,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,32.27,2,7,1
95025,151.0,355000,1105000.0,32.345,20%-<30%,Race Not Available,Refinance,Principal_Residence,Originated,93.19,0,6,6
60270,10.0,85000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Withdrawn,50.51,3,1,2
94789,95.0,395000,405000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,89.91,2,7,5
87330,95.0,285000,295000.0,96.5,50%-60%,Black or African American,Home_Purchase,Principal_Residence,Originated,82.09,4,2,0
94586,248.0,415000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,19.44,2,7,1
65548,95.0,185000,185000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,16.53,2,7,1
47439,57.0,105000,105000.0,95.0,30%-<36%,White,Refinance,Principal_Residence,Denied,95.32,0,6,6
40594,53.0,165000,165000.0,100.092,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,18.76,2,7,1
7495,72.0,85000,125000.0,69.0,20%-<30%,White,CashOut_Refinance,Principal_Residence,Originated,4.28,0,6,6
8839,69.0,305000,305000.0,78.353,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,23.8,2,7,1
42079,95.0,65000,95000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Investment,Purchased,95.54,1,5,3
95890,307.0,115000,375000.0,78.353,Unknown,White,CashOut_Refinance,Second_Residence,Incomplete,6.4,0,6,6
55943,62.0,125000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Incomplete,24.66,3,1,2
18829,54.0,35000,205000.0,94.286,30%-<36%,White,Other,Principal_Residence,Denied,79.99,6,4,4
63833,118.0,525000,655000.0,80.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,33.74,2,7,1
66034,161.0,1205000,2505000.0,48.0,50%-60%,White,CashOut_Refinance,Investment,Originated,44.91,1,5,3
57381,38.0,175000,165000.0,78.353,>60%,Joint,Home_Purchase,Principal_Residence,Denied,19.59,3,1,2
68385,95.0,215000,285000.0,74.913,Unknown,Race Not Available,CashOut_Refinance,Investment,Originated,71.17,1,5,3
34685,73.0,225000,375000.0,78.353,Exempt,Asian,Home_Purchase,Principal_Residence,Originated,47.8,2,7,1
86850,95.0,205000,375000.0,78.353,Unknown,Asian,CashOut_Refinance,Principal_Residence,Withdrawn,56.81,0,6,6
65609,39.0,65000,65000.0,78.353,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,70.74,3,1,2
65337,231.0,405000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Incomplete,50.32,0,6,6
88791,257.0,555000,925000.0,60.0,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,30.22,0,6,6
18860,124.0,225000,585000.0,39.419,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,9.82,2,6,1
16517,41.0,135000,375000.0,78.353,Unknown,Native Hawaiian or Other Pacific Islander,Home_Purchase,Principal_Residence,Incomplete,15.55,2,7,1
60837,68.0,185000,545000.0,34.0,43%-<50%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,98.54,0,6,6
72939,55.0,205000,375000.0,78.353,Unknown,White,Home_Purchase,Second_Residence,Withdrawn,23.11,2,7,1
35948,95.0,595000,575000.0,100.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,85.87,2,7,5
98859,95.0,245000,335000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Purchased,92.6,0,6,6
394,80.0,305000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Incomplete,25.15,0,6,6
49747,75.0,225000,305000.0,74.13,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,36.91,2,7,1
28786,79.0,335000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,0.0,2,7,1
46594,524.0,1315000,1755000.0,75.0,36%-<43%,White,Other,Principal_Residence,Originated,25.72,5,3,1
39060,79.0,245000,255000.0,100.0,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,25.46,0,6,6
97340,86.0,135000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Withdrawn,98.19,1,5,3
72035,58.0,65000,55000.0,78.353,50%-60%,White,Home_Improvement,Principal_Residence,Denied,15.67,3,1,2
35545,142.0,105000,595000.0,21.03,43%-<50%,White,Other,Principal_Residence,Originated,12.29,6,4,4
42936,95.0,155000,305000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,40.09,2,7,5
87005,62.0,205000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,70.06,0,6,6
83622,514.0,1205000,1505000.0,80.0,<20%,White,Home_Purchase,Principal_Residence,Originated,9.62,5,3,1
42915,176.0,45000,305000.0,86.39,>60%,White,Other,Principal_Residence,Denied,4.71,4,2,0
65790,56.0,105000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,8.9,6,4,4
92314,75.0,185000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,37.21,0,6,6
79744,121.0,455000,505000.0,90.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,77.89,2,7,5
85441,69.0,255000,455000.0,55.556,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,35.34,2,6,1
76723,220.0,575000,375000.0,78.353,Unknown,White,Home_Purchase,Investment,Withdrawn,12.45,1,5,3
62039,84.0,155000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,17.75,0,6,6
31432,406.0,1365000,1705000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,38.1,2,7,5
98929,95.0,245000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Denied,18.46,0,6,6
88958,118.0,155000,205000.0,73.659,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,21.63,2,7,1
3707,83.0,305000,385000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,40.27,2,7,1
84964,164.0,635000,665000.0,95.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,73.09,2,7,5
33056,45.0,155000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,80.37,2,7,5
74153,77.0,155000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,21.02,6,4,4
56831,184.0,425000,575000.0,74.95,20%-<30%,White,Refinance,Investment,Denied,62.72,1,5,3
33534,70.0,155000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,7.71,2,7,1
72996,95.0,315000,425000.0,78.353,Unknown,Race Not Available,Refinance,Investment,Originated,23.63,1,5,3
1532,192.0,205000,305000.0,68.333,43%-<50%,White,Refinance,Second_Residence,Originated,7.01,0,6,6
11957,95.0,245000,375000.0,78.353,Unknown,Black or African American,Refinance,Principal_Residence,Denied,44.59,0,6,6
39827,95.0,955000,2045000.0,46.45,Unknown,Race Not Available,Refinance,Investment,Originated,48.03,1,5,3
28206,150.0,405000,505000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,30.86,2,7,1
98635,59.0,345000,585000.0,58.769,>60%,Race Not Available,CashOut_Refinance,Investment,Denied,40.54,1,5,3
73857,59.0,115000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Incomplete,6.5,0,6,6
67657,95.0,445000,345000.0,129.37,<20%,White,Home_Purchase,Investment,Originated,13.01,1,5,3
80449,55.0,225000,225000.0,100.0,36%-<43%,Black or African American,Home_Purchase,Principal_Residence,Originated,97.38,2,7,5
57247,55.0,75000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Incomplete,11.09,3,1,2
60192,59.0,225000,455000.0,50.0,30%-<36%,Race Not Available,Home_Purchase,Second_Residence,Approved_NotAccepted,82.75,2,6,5
26273,95.0,145000,145000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,9.2,2,7,1
24818,183.0,475000,615000.0,78.52,20%-<30%,Asian,Home_Purchase,Principal_Residence,Originated,81.82,2,7,5
38025,59.0,225000,375000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,8.02,0,6,6
90637,89.0,435000,515000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,75.43,2,7,5
25653,143.0,545000,675000.0,80.0,36%-<43%,Asian,Home_Purchase,Principal_Residence,Originated,21.24,2,7,1
54919,16.0,165000,155000.0,106.67,>60%,White,Refinance,Principal_Residence,Denied,5.7,4,2,0
65923,46.0,45000,115000.0,35.0,<20%,White,CashOut_Refinance,Principal_Residence,Originated,9.17,0,6,6
19693,95.0,805000,1855000.0,43.24,Unknown,Race Not Available,CashOut_Refinance,Investment,Originated,35.97,1,5,3
41134,39.0,15000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Withdrawn,39.77,0,6,6
82695,281.0,75000,385000.0,99.22,20%-<30%,White,Home_Improvement,Principal_Residence,Denied,31.33,6,4,4
30058,95.0,115000,115000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,21.95,2,7,1
7465,39.0,65000,75000.0,97.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,9.75,2,7,1
45449,174.0,785000,795000.0,99.777,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,63.79,2,7,5
31000,125.0,255000,405000.0,62.5,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,26.25,0,6,6
67628,95.0,15000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Denied,49.52,3,1,2
30424,40.0,85000,375000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Withdrawn,6.23,0,6,6
79127,242.0,595000,635000.0,95.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,67.75,2,7,5
3104,49.0,105000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Incomplete,9.35,3,1,2
57062,64.0,285000,385000.0,75.718,50%-60%,2 or more minority races,CashOut_Refinance,Principal_Residence,Denied,95.98,4,2,0
93358,70.0,445000,555000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,43.97,2,7,1
23264,95.0,365000,365000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,17.04,3,1,2
32080,36.0,165000,165000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,89.18,2,7,5
80758,72.0,165000,165000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Preapproval_Denied,0.0,2,7,1
2024,612.0,1625000,2025000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,24.46,5,3,4
9272,130.0,425000,565000.0,75.0,36%-<43%,White,CashOut_Refinance,Second_Residence,Originated,7.43,0,6,6
64094,4.0,115000,375000.0,78.353,Unknown,White,CashOut_Refinance,Principal_Residence,Withdrawn,15.49,0,6,6
4468,95.0,105000,105000.0,78.353,Unknown,Race Not Available,Refinance,Principal_Residence,Originated,85.26,0,6,6
59298,51.0,125000,155000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,15.01,2,7,1
99289,95.0,585000,675000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,18.3,2,7,1
41851,320.0,685000,865000.0,80.0,30%-<36%,White,Home_Purchase,Second_Residence,Originated,21.34,2,7,1
22283,138.0,55000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,63.69,2,7,5
87199,51.0,185000,375000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Withdrawn,90.3,2,7,5
23876,248.0,965000,1205000.0,80.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,85.8,2,7,5
46112,95.0,205000,275000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,21.87,2,7,1
62794,95.0,365000,455000.0,78.353,Unknown,Race Not Available,Home_Purchase,Second_Residence,Purchased,9.73,3,1,2
4330,41.0,165000,135000.0,118.52,20%-<30%,White,Home_Purchase,Principal_Residence,Denied,6.5,3,1,2
19796,110.0,5000,425000.0,101.97,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,39.46,6,4,4
43269,106.0,265000,325000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,48.71,2,7,5
95690,126.0,335000,355000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,64.32,2,7,5
22223,105.0,325000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,12.52,2,7,1
57953,95.0,325000,345000.0,97.0,43%-<50%,Black or African American,Home_Purchase,Principal_Residence,Originated,29.45,2,7,1
17447,90.0,155000,705000.0,22.14,20%-<30%,Race Not Available,CashOut_Refinance,Principal_Residence,Denied,21.97,0,6,6
54758,60.0,215000,235000.0,90.0,36%-<43%,Race Not Available,Home_Purchase,Principal_Residence,Originated,28.55,2,7,1
55021,118.0,505000,635000.0,78.353,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,40.27,2,7,1
25072,52.0,105000,215000.0,51.174,20%-<30%,Race Not Available,Refinance,Principal_Residence,Originated,31.66,0,6,6
94997,52.0,125000,125000.0,96.5,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,99.92,2,7,5
3108,95.0,245000,325000.0,78.353,Unknown,Race Not Available,CashOut_Refinance,Principal_Residence,Purchased,80.17,0,6,6
16318,135.0,125000,375000.0,78.353,Unknown,White,Home_Improvement,Principal_Residence,Withdrawn,32.27,6,4,4
8631,174.0,275000,395000.0,68.802,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,26.49,2,7,1
19704,47.0,245000,245000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,78.72,2,7,5
56274,124.0,255000,315000.0,80.0,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,48.93,0,6,6
97625,147.0,255000,255000.0,100.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,17.34,2,7,1
98894,95.0,345000,435000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,23.28,2,7,1
38525,126.0,55000,255000.0,19.305,50%-60%,White,Other,Principal_Residence,Denied,25.03,4,2,0
58453,95.0,115000,125000.0,78.353,Unknown,Black or African American,Refinance,Principal_Residence,Denied,98.44,0,6,6
25059,172.0,355000,445000.0,80.0,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,35.41,2,7,1
30661,81.0,285000,285000.0,96.5,50%-60%,Race Not Available,Home_Purchase,Principal_Residence,Originated,96.74,4,2,0
2361,95.0,465000,755000.0,78.353,Unknown,Native Hawaiian or Other Pacific Islander,Refinance,Principal_Residence,Originated,41.09,0,6,6
66927,21.0,15000,115000.0,68.189,36%-<43%,White,Other,Principal_Residence,Originated,26.1,6,4,4
82337,35.0,215000,235000.0,90.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,11.56,2,7,1
68352,95.0,445000,455000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,73.48,2,7,5
12681,139.0,245000,365000.0,68.889,30%-<36%,White,CashOut_Refinance,Principal_Residence,Originated,88.31,0,6,6
24719,190.0,225000,305000.0,75.0,20%-<30%,White,CashOut_Refinance,Investment,Originated,15.02,1,5,3
76351,16.0,195000,365000.0,78.353,Unknown,White,Refinance,Principal_Residence,Originated,26.39,0,6,6
43252,95.0,145000,195000.0,78.353,Unknown,Race Not Available,NotApplicable,Principal_Residence,Purchased,10.11,2,7,1
37743,190.0,45000,375000.0,78.353,Exempt,White,Refinance,Investment,Originated,34.67,1,5,3
76550,42.0,135000,265000.0,53.54,36%-<43%,Black or African American,CashOut_Refinance,Principal_Residence,Denied,53.23,0,6,6
11172,85.0,135000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Incomplete,95.93,0,6,6
68424,98.0,55000,375000.0,75.75,36%-<43%,Race Not Available,CashOut_Refinance,Principal_Residence,Originated,16.72,6,4,4
56403,152.0,545000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Withdrawn,54.05,2,7,5
62363,98.0,305000,375000.0,78.353,Unknown,Asian,Home_Improvement,Principal_Residence,Withdrawn,60.4,2,7,5
93004,479.0,1995000,2405000.0,83.167,36%-<43%,White,Home_Purchase,Principal_Residence,Denied,15.56,5,3,1
56519,95.0,65000,375000.0,78.353,Unknown,White,Home_Purchase,Principal_Residence,Denied,83.46,3,1,2
59057,779.0,465000,375000.0,78.353,Exempt,White,Home_Purchase,Principal_Residence,Purchased,41.46,5,3,4
8747,75.0,235000,265000.0,90.0,30%-<36%,Race Not Available,Home_Purchase,Second_Residence,Originated,40.06,2,7,1
97926,30.0,85000,95000.0,96.5,50%-60%,White,Home_Purchase,Principal_Residence,Originated,11.28,4,2,0
97721,41.0,175000,375000.0,78.353,Unknown,Black or African American,CashOut_Refinance,Principal_Residence,Withdrawn,48.89,0,6,6
94695,100.0,55000,375000.0,78.353,Unknown,Race Not Available,Home_Improvement,Principal_Residence,Incomplete,9.03,6,4,4
55597,41.0,95000,175000.0,52.941,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,21.13,2,7,1
97349,18.0,175000,175000.0,101.409,>60%,Black or African American,Home_Purchase,Principal_Residence,Denied,64.63,4,2,0
36154,55.0,95000,435000.0,22.698,43%-<50%,White,Home_Improvement,Principal_Residence,Originated,15.24,0,6,1
22041,57.0,25000,465000.0,64.08,36%-<43%,White,Home_Improvement,Principal_Residence,Originated,57.09,6,4,4
64492,50.0,175000,375000.0,78.353,Unknown,Black or African American,Home_Purchase,Principal_Residence,Withdrawn,96.15,2,7,5
81210,334.0,405000,375000.0,78.353,Unknown,White,Home_Improvement,Investment,Withdrawn,28.04,1,5,3
97947,61.0,155000,655000.0,79.51,>60%,White,Home_Improvement,Principal_Residence,Denied,31.11,4,2,0
30461,47.0,145000,185000.0,80.0,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,16.88,2,7,1
12528,54.0,295000,335000.0,78.353,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,24.86,2,7,1
88798,131.0,425000,425000.0,98.834,30%-<36%,Race Not Available,Home_Purchase,Principal_Residence,Originated,69.15,2,7,5
38240,95.0,225000,295000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,59.64,2,7,5
90635,126.0,355000,615000.0,56.634,43%-<50%,White,CashOut_Refinance,Principal_Residence,Originated,25.34,0,6,6
25702,95.0,215000,265000.0,78.353,Unknown,Race Not Available,Home_Purchase,Investment,Originated,12.96,1,5,3
95619,95.0,235000,335000.0,71.23,Unknown,Black or African American,Refinance,Principal_Residence,Originated,11.92,0,6,6
28842,333.0,565000,685000.0,80.613,30%-<36%,White,Home_Purchase,Principal_Residence,Originated,36.14,5,7,1
86764,163.0,575000,605000.0,95.0,43%-<50%,Race Not Available,Home_Purchase,Principal_Residence,Originated,10.81,2,7,1
26654,102.0,495000,505000.0,96.5,43%-<50%,White,Home_Purchase,Principal_Residence,Originated,55.55,2,7,5
28894,95.0,165000,175000.0,78.353,Unknown,Race Not Available,Home_Purchase,Principal_Residence,Purchased,62.94,2,7,5
23891,45.0,115000,315000.0,36.0,36%-<43%,White,CashOut_Refinance,Principal_Residence,Originated,12.04,0,6,6
22192,95.0,65000,375000.0,78.353,Unknown,White,Refinance,Principal_Residence,Incomplete,88.53,0,6,6
60399,206.0,225000,2705000.0,39.93,43%-<50%,White,Other,Principal_Residence,Originated,31.69,6,4,4
6595,172.0,495000,835000.0,60.0,20%-<30%,White,Home_Purchase,Principal_Residence,Originated,21.56,2,7,1
21462,85.0,135000,175000.0,80.0,36%-<43%,White,Home_Purchase,Principal_Residence,Originated,8.23,2,7,1
