,income,loan_amount,property_value,combined_loan_to_value_ratio,tract_minority_population_percent,occupancy_type,loan_purpose,loan_type,iso_score,anomaly_votes,category,global_outlier,contextual_outlier
45630,515.0,255000,1775000.0,89.999,18.81,Principal_Residence,CashOut_Refinance,Conventional,0.5617721345816907,2,Global outlier,True,False
45640,65.0,165000,205000.0,80.0,0.0,Investment,Home_Purchase,Conventional,0.5885606852592469,2,Global outlier,True,False
45653,207.0,405000,505000.0,80.0,8.75,Principal_Residence,CashOut_Refinance,Conventional,0.4343424265992393,0,Normal,False,False
45654,693.0,1205000,375000.0,78.353,18.57,Principal_Residence,CashOut_Refinance,Conventional,0.5188591623716537,2,Both (global + contextual),True,True
45656,41.0,405000,365000.0,75.0,42.19,Investment,Refinance,Conventional,0.35737610091837463,1,Contextual/local outlier,False,True
45667,210.0,205000,445000.0,44.94,10.17,Principal_Residence,Refinance,Conventional,0.45156724964164163,1,Contextual/local outlier,False,True
45671,275.0,515000,1515000.0,33.993,36.86,Investment,Home_Purchase,Conventional,0.5161584775046716,1,Global outlier,True,False
45679,78.0,255000,375000.0,78.353,42.77,Principal_Residence,Home_Purchase,FHA,0.34407560536915377,0,Normal,False,False
45700,95.0,1375000,1535000.0,89.9,34.21,Principal_Residence,Home_Purchase,Conventional,0.5456400552585029,1,Global outlier,True,False
45719,77.0,415000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,FHA,0.5228158759175614,1,Global outlier,True,False
45731,1430.0,1505000,3005000.0,59.7,20.36,Principal_Residence,Refinance,Conventional,0.6619418245516143,4,Both (global + contextual),True,True
45743,309.0,1325000,1395000.0,95.0,64.54,Principal_Residence,Home_Purchase,VA,0.5423896686759329,1,Global outlier,True,False
45745,74.0,115000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.513660068026575,1,Global outlier,True,False
45756,55.0,5000,265000.0,86.564,44.66,Principal_Residence,Home_Purchase,Conventional,0.4801443943303374,1,Global outlier,True,False
45758,16.0,1005000,1525000.0,66.369,16.2,Principal_Residence,CashOut_Refinance,Conventional,0.5243503386884865,1,Global outlier,True,False
45767,52.0,155000,195000.0,80.0,30.6,Principal_Residence,Home_Purchase,Conventional,0.3569622487320921,0,Normal,False,False
45773,151.0,155000,175000.0,89.07,14.02,Second_Residence,Home_Purchase,Conventional,0.4823458796035823,1,Global outlier,True,False
45781,132.0,345000,375000.0,93.0,30.9,Principal_Residence,Home_Purchase,Conventional,0.44982415862254815,1,Global outlier,True,False
45800,49.0,565000,945000.0,78.353,47.24,Principal_Residence,Refinance,FHA,0.3926775303638069,0,Normal,False,False
45811,610.0,95000,395000.0,24.051,25.29,Second_Residence,Refinance,Conventional,0.5230255973096509,2,Both (global + contextual),True,True
45823,40.0,105000,225000.0,43.668,11.88,Principal_Residence,Refinance,Conventional,0.4049980766574731,0,Normal,False,False
45828,450.0,1375000,1715000.0,80.0,16.96,Principal_Residence,Home_Purchase,Conventional,0.5546469465337983,1,Global outlier,True,False
45831,478.0,505000,2235000.0,45.21,19.47,Principal_Residence,Other,Conventional,0.6045866721561658,1,Global outlier,True,False
45845,53.0,105000,735000.0,76.15,84.17,Principal_Residence,Home_Improvement,Conventional,0.41614147003158475,0,Normal,False,False
45851,45.0,145000,155000.0,102.5,0.0,Principal_Residence,Home_Purchase,Conventional,0.5451197119398711,2,Global outlier,True,False
45867,77.0,125000,215000.0,59.0,6.22,Principal_Residence,CashOut_Refinance,Conventional,0.3997167047117637,0,Normal,False,False
45872,157.0,275000,375000.0,78.353,56.58,Principal_Residence,Home_Improvement,Conventional,0.36924394791968934,0,Normal,False,False
45876,120.0,455000,375000.0,78.353,29.85,Principal_Residence,Home_Purchase,Conventional,0.3637647887048804,0,Normal,False,False
45883,319.0,1035000,1305000.0,80.0,74.12,Principal_Residence,Home_Purchase,Conventional,0.5976111875899236,2,Global outlier,True,False
45895,67.0,265000,275000.0,97.182,90.13,Principal_Residence,Home_Purchase,Conventional,0.40880172493533706,0,Normal,False,False
45905,220.0,105000,1605000.0,53.688,40.33,Principal_Residence,Other,Conventional,0.5117796914966343,3,Both (global + contextual),True,True
45906,95.0,535000,665000.0,78.353,12.22,Principal_Residence,Home_Purchase,Conventional,0.3869536864988029,0,Normal,False,False
45912,505.0,505000,1395000.0,35.84,8.71,Principal_Residence,Other,Conventional,0.5182784065258279,2,Both (global + contextual),True,True
45919,117.0,535000,375000.0,78.353,42.67,Principal_Residence,Home_Purchase,Conventional,0.3622294940047962,0,Normal,False,False
45949,1241.0,4405000,12405000.0,35.484,16.1,Principal_Residence,Home_Purchase,Conventional,0.7183456883443449,3,Global outlier,True,False
45971,67.0,115000,285000.0,38.6,41.72,Principal_Residence,CashOut_Refinance,Conventional,0.4325368380524667,0,Normal,False,False
45974,204.0,605000,1005000.0,60.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5802927831874694,2,Global outlier,True,False
45980,49.0,35000,125000.0,67.031,85.7,Principal_Residence,Other,Conventional,0.48412292619090685,0,Normal,False,False
46000,78.0,75000,365000.0,19.231,66.91,Investment,Refinance,Conventional,0.44653107417658555,1,Contextual/local outlier,False,True
46027,61.0,195000,355000.0,53.977,11.0,Principal_Residence,Refinance,Conventional,0.4284684208608549,0,Normal,False,False
46030,87.0,85000,55000.0,137.93,96.78,Principal_Residence,Home_Improvement,FHA,0.5050954152386524,0,Normal,False,False
46047,193.0,395000,405000.0,96.5,12.72,Principal_Residence,Home_Purchase,FHA,0.391719750517421,0,Normal,False,False
46068,169.0,245000,375000.0,78.353,47.14,Principal_Residence,Home_Purchase,VA,0.36754447290809233,0,Normal,False,False
46069,64.0,195000,205000.0,96.5,51.94,Principal_Residence,Home_Purchase,FHA,0.37076916734160725,0,Normal,False,False
46099,156.0,335000,325000.0,100.0,22.44,Principal_Residence,Home_Purchase,VA,0.3863505445669861,0,Normal,False,False
46101,680.0,1785000,2475000.0,72.3,10.94,Principal_Residence,Home_Purchase,Conventional,0.6194804292113316,2,Global outlier,True,False
46110,651.0,2135000,2845000.0,75.0,66.11,Principal_Residence,Home_Purchase,Conventional,0.6326824008780975,2,Global outlier,True,False
46123,174.0,25000,405000.0,89.771,17.98,Principal_Residence,Other,Conventional,0.47074639034926596,1,Global outlier,True,False
46128,163.0,305000,375000.0,78.353,95.5,Principal_Residence,Home_Purchase,FHA,0.41776719775979587,0,Normal,False,False
46135,95.0,255000,275000.0,78.353,18.72,Principal_Residence,Home_Purchase,FHA,0.3542838142920688,0,Normal,False,False
46153,95.0,55000,755000.0,82.136,42.16,Principal_Residence,Other,Conventional,0.40153821047226324,0,Normal,False,False
46157,2911.0,905000,2455000.0,36.735,40.12,Investment,Other,Conventional,0.6387974085664756,2,Global outlier,True,False
46165,55.0,105000,325000.0,30.769,20.7,Principal_Residence,Other,Conventional,0.45195201120448913,0,Normal,False,False
46166,26.0,105000,125000.0,80.0,82.8,Principal_Residence,CashOut_Refinance,FHA,0.40454782613100365,0,Normal,False,False
46168,306.0,1255000,2575000.0,48.638,28.09,Principal_Residence,Home_Purchase,Conventional,0.5881796746842062,2,Global outlier,True,False
46186,109.0,265000,335000.0,80.0,8.99,Principal_Residence,Home_Purchase,Conventional,0.3558265102459991,0,Normal,False,False
46189,259.0,165000,995000.0,56.069,65.59,Principal_Residence,Home_Purchase,Conventional,0.4861799809831545,1,Global outlier,True,False
46194,687.0,1695000,2605000.0,65.0,45.34,Second_Residence,Home_Purchase,Conventional,0.6038187543298459,1,Global outlier,True,False
46202,45.0,195000,215000.0,95.0,87.29,Principal_Residence,Home_Purchase,Conventional,0.3964387709795582,0,Normal,False,False
46230,556.0,355000,2165000.0,58.145,23.9,Principal_Residence,Other,Conventional,0.5401809809957296,2,Both (global + contextual),True,True
46274,73.0,335000,565000.0,59.96,27.51,Principal_Residence,Refinance,Conventional,0.37703914006809836,0,Normal,False,False
46278,95.0,255000,315000.0,78.353,9.73,Investment,Home_Purchase,Conventional,0.34992624646467646,0,Normal,False,False
46307,259.0,235000,1075000.0,70.927,55.42,Principal_Residence,CashOut_Refinance,Conventional,0.5020105595102546,1,Global outlier,True,False
46313,85.0,45000,475000.0,79.987,19.54,Principal_Residence,Other,Conventional,0.4026729881651365,0,Normal,False,False
46314,95.0,255000,345000.0,78.353,13.14,Investment,Refinance,Conventional,0.4464026175627994,1,Global outlier,True,False
46317,267.0,185000,615000.0,80.159,14.72,Principal_Residence,Refinance,Conventional,0.48519175102801154,1,Global outlier,True,False
46344,131.0,305000,375000.0,78.353,29.62,Principal_Residence,Home_Purchase,Conventional,0.3471107743294426,0,Normal,False,False
46349,23.0,65000,155000.0,42.675,6.33,Principal_Residence,Home_Purchase,Conventional,0.4178949013266233,0,Normal,False,False
46362,153.0,475000,655000.0,72.663,37.43,Principal_Residence,Refinance,Conventional,0.4347048131727525,1,Global outlier,True,False
46376,31.0,195000,395000.0,49.367,65.9,Principal_Residence,Home_Purchase,Conventional,0.4785095485910672,1,Contextual/local outlier,False,True
46397,77.0,365000,465000.0,80.0,32.47,Principal_Residence,Home_Purchase,Conventional,0.3655027312123711,0,Normal,False,False
46405,183.0,315000,1185000.0,79.783,74.31,Principal_Residence,Other,Conventional,0.4161523159305668,0,Normal,False,False
46428,73.0,175000,455000.0,38.667,41.46,Principal_Residence,CashOut_Refinance,Conventional,0.4037593078647922,0,Normal,False,False
46437,73.0,285000,505000.0,55.01,58.29,Investment,CashOut_Refinance,Conventional,0.38129926410578163,1,Contextual/local outlier,False,True
46446,40.0,155000,375000.0,78.353,15.53,Principal_Residence,CashOut_Refinance,FHA,0.36646843534664925,0,Normal,False,False
46451,315.0,1205000,1875000.0,64.0,8.41,Principal_Residence,CashOut_Refinance,Conventional,0.530483926814043,1,Global outlier,True,False
46453,45.0,235000,245000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.46586552421312816,0,Normal,False,False
46463,66.0,175000,475000.0,64.935,54.18,Principal_Residence,Home_Improvement,Conventional,0.4831898426933049,1,Global outlier,True,False
46494,52.0,115000,265000.0,43.077,85.07,Principal_Residence,Refinance,Conventional,0.5048204367811437,1,Global outlier,True,False
46502,2165.0,475000,3005000.0,78.353,36.86,Principal_Residence,Refinance,Conventional,0.6615026103542888,2,Global outlier,True,False
46506,2375.0,1875000,2505000.0,75.0,37.87,Second_Residence,Refinance,Conventional,0.6437274115447414,3,Both (global + contextual),True,True
46555,283.0,445000,375000.0,78.353,61.86,Principal_Residence,Home_Purchase,Conventional,0.4372551433338124,0,Normal,False,False
46556,90.0,395000,415000.0,95.0,55.05,Principal_Residence,Home_Purchase,Conventional,0.3784547544927005,0,Normal,False,False
46559,275.0,105000,415000.0,65.96,17.38,Second_Residence,Home_Improvement,Conventional,0.440485202888875,1,Global outlier,True,False
46561,97.0,355000,365000.0,96.5,29.42,Principal_Residence,Home_Purchase,FHA,0.37379319095061825,0,Normal,False,False
46584,119.0,515000,375000.0,78.353,5.52,Principal_Residence,CashOut_Refinance,Conventional,0.3679476732636198,0,Normal,False,False
46591,333.0,735000,925000.0,80.0,95.21,Principal_Residence,Other,Conventional,0.5391860334876314,1,Global outlier,True,False
46594,524.0,1315000,1755000.0,75.0,25.72,Principal_Residence,Other,Conventional,0.5275181665092395,1,Global outlier,True,False
46618,450.0,1155000,375000.0,78.353,25.4,Principal_Residence,Refinance,Conventional,0.5295823909666654,2,Global outlier,True,False
46640,369.0,105000,1225000.0,82.712,40.32,Principal_Residence,Home_Improvement,Conventional,0.500322589271208,1,Global outlier,True,False
46651,107.0,315000,425000.0,75.0,0.0,Investment,Home_Purchase,Conventional,0.520759460577776,1,Global outlier,True,False
46659,1432.0,4005000,5805000.0,68.966,20.33,Principal_Residence,Home_Purchase,Conventional,0.7145216307638562,2,Global outlier,True,False
46670,101.0,135000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5422972994899357,2,Global outlier,True,False
46679,95.0,285000,395000.0,72.9798,14.47,Investment,Home_Purchase,Conventional,0.4798015633593722,1,Global outlier,True,False
46685,66.0,165000,185000.0,89.19,67.54,Principal_Residence,Home_Purchase,Conventional,0.437993521603868,0,Normal,False,False
46695,227.0,265000,275000.0,95.0,9.79,Principal_Residence,Home_Purchase,Conventional,0.38285483365825146,0,Normal,False,False
46703,85.0,15000,225000.0,6.748,67.65,Principal_Residence,Other,Conventional,0.5975444213375157,1,Global outlier,True,False
46721,1050.0,505000,1805000.0,78.694,35.79,Principal_Residence,Other,Conventional,0.6361237089302696,4,Both (global + contextual),True,True
46735,943.0,405000,1805000.0,22.5,12.74,Second_Residence,Refinance,Conventional,0.5908386337193786,1,Global outlier,True,False
46736,61.0,55000,375000.0,78.353,53.89,Principal_Residence,Home_Improvement,Conventional,0.3622010586393403,0,Normal,False,False
46768,57.0,285000,305000.0,78.353,78.87,Principal_Residence,Home_Purchase,Conventional,0.37581337547388793,0,Normal,False,False
46771,95.0,475000,525000.0,78.353,59.62,Principal_Residence,Home_Purchase,Conventional,0.37206197151761833,0,Normal,False,False
46775,90.0,185000,225000.0,80.0,13.53,Principal_Residence,Home_Improvement,Conventional,0.4305308451613272,0,Normal,False,False
46788,141.0,505000,1055000.0,47.438,83.87,Investment,CashOut_Refinance,Conventional,0.4938605937109784,1,Global outlier,True,False
46810,55.0,215000,215000.0,96.5,56.97,Principal_Residence,Home_Purchase,FHA,0.3870871394076624,0,Normal,False,False
46812,241.0,1055000,1055000.0,70.0,34.17,Principal_Residence,Home_Purchase,Conventional,0.5040527223666412,1,Global outlier,True,False
46818,70.0,85000,475000.0,55.482,83.33,Principal_Residence,Other,Conventional,0.5197094213892217,1,Global outlier,True,False
46824,131.0,25000,375000.0,78.353,40.63,Principal_Residence,Refinance,Conventional,0.38070361880226244,0,Normal,False,False
46843,140.0,285000,325000.0,90.0,28.47,Principal_Residence,Home_Purchase,Conventional,0.3540276700022215,0,Normal,False,False
46846,72.0,215000,375000.0,78.353,13.21,Principal_Residence,Other,Conventional,0.35486379811714347,0,Normal,False,False
46850,45.0,185000,375000.0,78.353,21.36,Principal_Residence,Home_Purchase,Conventional,0.392160525695348,1,Contextual/local outlier,False,True
46853,300.0,1005000,1605000.0,62.5,29.97,Principal_Residence,Home_Purchase,Conventional,0.5212171176379587,1,Global outlier,True,False
46854,337.0,845000,1055000.0,80.0,21.58,Principal_Residence,Home_Purchase,Conventional,0.45253369689568623,1,Global outlier,True,False
46882,678.0,175000,225000.0,80.0,30.66,Second_Residence,Home_Purchase,Conventional,0.4294340139310781,0,Normal,False,False
46889,28.0,255000,1455000.0,17.21,73.4,Second_Residence,Other,Conventional,0.5729412893273012,2,Global outlier,True,False
46890,84.0,275000,285000.0,96.5,0.0,Principal_Residence,Home_Purchase,Conventional,0.523127703888087,2,Global outlier,True,False
46892,96.0,145000,265000.0,78.353,23.27,Principal_Residence,Refinance,Conventional,0.35849085740476166,0,Normal,False,False
46904,140.0,45000,375000.0,78.353,0.0,Second_Residence,Home_Purchase,Conventional,0.5603390507741852,2,Global outlier,True,False
46909,59.0,255000,295000.0,83.216,41.82,Principal_Residence,Home_Purchase,VA,0.36132770175630197,0,Normal,False,False
46921,101.0,275000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5135102218233952,1,Global outlier,True,False
46926,78.0,305000,1005000.0,30.0,38.42,Principal_Residence,CashOut_Refinance,Conventional,0.5176185621702585,2,Global outlier,True,False
46927,160.0,555000,795000.0,70.0,44.07,Principal_Residence,Home_Purchase,Conventional,0.3931339618446127,0,Normal,False,False
46942,95.0,1245000,1925000.0,78.353,80.48,Investment,CashOut_Refinance,Conventional,0.5832553766046877,2,Global outlier,True,False
46945,215.0,675000,1705000.0,39.412,32.42,Principal_Residence,CashOut_Refinance,Conventional,0.5257649907271027,1,Global outlier,True,False
46948,30.0,125000,285000.0,44.643,56.87,Principal_Residence,Home_Purchase,Conventional,0.40846882267371093,0,Normal,False,False
46949,86.0,355000,375000.0,95.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.5251786447632969,2,Global outlier,True,False
46963,339.0,315000,635000.0,50.0,15.27,Principal_Residence,Home_Purchase,Conventional,0.5472502701900148,2,Global outlier,True,False
46967,242.0,905000,1135000.0,80.0,90.39,Principal_Residence,Home_Purchase,Conventional,0.5481195312024385,2,Global outlier,True,False
46969,356.0,1135000,1415000.0,78.353,53.18,Principal_Residence,Home_Purchase,Conventional,0.5013254118103064,1,Global outlier,True,False
46971,309.0,715000,1205000.0,75.0,17.41,Principal_Residence,Home_Purchase,Conventional,0.5144054210444233,2,Global outlier,True,False
46973,95.0,355000,445000.0,78.353,62.99,Principal_Residence,CashOut_Refinance,FHA,0.36418565069570036,0,Normal,False,False
