,income,loan_amount,property_value,combined_loan_to_value_ratio,tract_minority_population_percent,occupancy_type,loan_purpose,loan_type,iso_score,anomaly_votes,category,global_outlier,contextual_outlier
43647,72.0,265000,275000.0,98.189,20.47,Principal_Residence,Home_Purchase,FHA,0.3630725960822209,0,Normal,False,False
43649,196.0,155000,425000.0,101.471,92.31,Investment,Refinance,Conventional,0.44665729992800224,1,Contextual/local outlier,False,True
43655,29.0,75000,165000.0,47.59,78.18,Principal_Residence,Refinance,Conventional,0.4269631364541969,0,Normal,False,False
43658,140.0,275000,495000.0,54.837,33.27,Principal_Residence,Home_Purchase,Conventional,0.38566797321706314,0,Normal,False,False
43666,121.0,565000,755000.0,75.067,87.68,Principal_Residence,CashOut_Refinance,Conventional,0.42300550894713507,0,Normal,False,False
43689,52.0,285000,375000.0,95.059,0.0,Principal_Residence,Home_Purchase,Conventional,0.5465437221914742,2,Global outlier,True,False
43691,252.0,485000,375000.0,78.353,46.23,Investment,CashOut_Refinance,Conventional,0.44414188152887996,1,Global outlier,True,False
43695,64.0,255000,265000.0,96.5,31.29,Principal_Residence,Home_Purchase,FHA,0.36719261497142736,0,Normal,False,False
43702,95.0,555000,375000.0,78.353,0.0,Investment,CashOut_Refinance,Conventional,0.5314427662741361,2,Both (global + contextual),True,True
43710,95.0,115000,375000.0,78.353,6.66,Investment,Home_Purchase,Conventional,0.4025184295881032,0,Normal,False,False
43717,54.0,5000,375000.0,78.353,91.8,Principal_Residence,Home_Purchase,Conventional,0.5041084280912657,1,Global outlier,True,False
43725,96.0,315000,445000.0,68.764,25.97,Principal_Residence,CashOut_Refinance,FHA,0.37752456801828094,0,Normal,False,False
43727,66.0,355000,375000.0,97.0,49.54,Principal_Residence,Home_Purchase,Conventional,0.3835636409834747,0,Normal,False,False
43732,194.0,225000,265000.0,85.0,92.29,Principal_Residence,Home_Purchase,Conventional,0.5134464577060163,1,Global outlier,True,False
43747,117.0,345000,355000.0,95.0,28.48,Principal_Residence,Home_Purchase,Conventional,0.42142597954282257,0,Normal,False,False
43750,182.0,55000,1105000.0,28.447,20.63,Principal_Residence,Home_Improvement,Conventional,0.5011936434317118,1,Global outlier,True,False
43754,88.0,235000,375000.0,78.353,5.69,Principal_Residence,CashOut_Refinance,VA,0.3695317393373962,0,Normal,False,False
43759,764.0,1215000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.6099951033441632,3,Global outlier,True,False
43767,61.0,65000,265000.0,23.077,18.06,Principal_Residence,Home_Purchase,Conventional,0.531105190062162,1,Global outlier,True,False
43778,84.0,345000,375000.0,78.353,78.02,Principal_Residence,Home_Purchase,Conventional,0.3722243688092072,0,Normal,False,False
43780,273.0,995000,2375000.0,41.684,25.24,Principal_Residence,CashOut_Refinance,Conventional,0.5736659978348861,1,Global outlier,True,False
43785,65.0,225000,225000.0,96.5,0.0,Principal_Residence,Home_Purchase,FHA,0.52284154193034,2,Global outlier,True,False
43803,400.0,355000,375000.0,78.353,29.67,Investment,Refinance,Conventional,0.41099887109776045,1,Contextual/local outlier,False,True
43806,148.0,125000,515000.0,24.51,84.55,Investment,Home_Purchase,Conventional,0.460944179884468,1,Contextual/local outlier,False,True
43808,151.0,75000,545000.0,75.368,32.31,Principal_Residence,Other,Conventional,0.3881208057983704,1,Contextual/local outlier,False,True
43820,95.0,945000,1265000.0,74.802,51.5,Investment,Home_Purchase,Conventional,0.553125811568887,2,Global outlier,True,False
43824,514.0,485000,1245000.0,39.4,7.05,Principal_Residence,Home_Purchase,Conventional,0.5095119498387658,2,Both (global + contextual),True,True
43836,40.0,55000,375000.0,78.353,6.88,Principal_Residence,Home_Purchase,Conventional,0.3684288707696132,0,Normal,False,False
43843,99.0,305000,375000.0,78.353,10.09,Principal_Residence,Home_Purchase,Conventional,0.34875725256548645,0,Normal,False,False
43846,353.0,1025000,1275000.0,80.0,7.94,Principal_Residence,Home_Purchase,Conventional,0.4859146477300453,1,Global outlier,True,False
43847,87.0,135000,165000.0,82.5,0.0,Principal_Residence,Home_Purchase,Conventional,0.5174163275471014,1,Global outlier,True,False
43850,320.0,135000,375000.0,78.353,96.85,Principal_Residence,CashOut_Refinance,Conventional,0.5071148813316262,1,Global outlier,True,False
43863,55.0,255000,255000.0,100.0,0.0,Principal_Residence,Home_Purchase,VA,0.5304022192572831,2,Global outlier,True,False
43874,329.0,475000,595000.0,80.0,13.27,Second_Residence,Home_Purchase,Conventional,0.41021773528913147,0,Normal,False,False
43877,0.0,15000,375000.0,78.353,63.05,Principal_Residence,Other,Conventional,0.41855272023444223,0,Normal,False,False
43880,884.0,1985000,2485000.0,80.0,13.13,Second_Residence,Home_Purchase,Conventional,0.6134754373447162,2,Global outlier,True,False
43881,36.0,55000,275000.0,75.499,16.19,Principal_Residence,Home_Improvement,Conventional,0.37623212296714703,0,Normal,False,False
43901,32.0,125000,155000.0,80.0,5.91,Principal_Residence,CashOut_Refinance,Conventional,0.3856674368401631,0,Normal,False,False
43919,108.0,525000,645000.0,81.25,36.95,Principal_Residence,CashOut_Refinance,Conventional,0.3743550388176577,0,Normal,False,False
43923,100.0,55000,275000.0,19.41,11.21,Principal_Residence,Home_Improvement,Conventional,0.519315835614848,1,Global outlier,True,False
43930,126.0,95000,425000.0,79.995,27.98,Principal_Residence,Refinance,Conventional,0.46005596859075504,1,Global outlier,True,False
43934,125.0,35000,315000.0,90.0,11.59,Principal_Residence,CashOut_Refinance,Conventional,0.4696504259595898,1,Global outlier,True,False
43939,408.0,765000,1575000.0,69.7,24.97,Principal_Residence,Refinance,Conventional,0.4837714347460273,1,Global outlier,True,False
43940,95.0,315000,325000.0,78.353,31.29,Principal_Residence,Home_Purchase,Conventional,0.35611175997008704,0,Normal,False,False
43942,64.0,25000,895000.0,40.414,88.85,Principal_Residence,Home_Improvement,Conventional,0.5571203747454284,1,Global outlier,True,False
43950,1200.0,605000,1305000.0,72.02,8.5,Principal_Residence,Refinance,Conventional,0.5607776001645384,1,Contextual/local outlier,False,True
43957,300.0,395000,375000.0,78.353,53.2,Principal_Residence,CashOut_Refinance,Conventional,0.39905450551105104,0,Normal,False,False
43962,195.0,275000,865000.0,100.127,52.47,Principal_Residence,Home_Improvement,Conventional,0.5193652458162414,1,Global outlier,True,False
43981,61.0,25000,555000.0,39.647,26.44,Principal_Residence,Home_Improvement,Conventional,0.4677773586244098,1,Global outlier,True,False
44008,319.0,895000,1125000.0,80.0,17.14,Principal_Residence,Home_Purchase,Conventional,0.4650521346493177,1,Global outlier,True,False
44011,77.0,205000,915000.0,22.53,12.63,Principal_Residence,Refinance,Conventional,0.48558860440194956,1,Global outlier,True,False
44018,41.0,5000,375000.0,78.353,16.65,Principal_Residence,Other,Conventional,0.4060971863420964,0,Normal,False,False
44034,95.0,255000,325000.0,78.353,24.52,Principal_Residence,Home_Purchase,Conventional,0.34763953709839934,0,Normal,False,False
44058,22.0,205000,525000.0,39.615,75.96,Principal_Residence,CashOut_Refinance,Conventional,0.43843630368002956,0,Normal,False,False
44061,900.0,1455000,2075000.0,70.0,8.61,Second_Residence,Other,Conventional,0.5902639879075924,1,Global outlier,True,False
44065,76.0,155000,185000.0,80.0,16.8,Principal_Residence,Home_Purchase,Conventional,0.36182374481452423,0,Normal,False,False
44090,110.0,35000,435000.0,77.45,46.9,Principal_Residence,Other,Conventional,0.43248526043336316,0,Normal,False,False
44096,407.0,205000,835000.0,73.605,34.0,Principal_Residence,Refinance,Conventional,0.5007019930250475,2,Both (global + contextual),True,True
44097,67.0,15000,375000.0,78.353,31.23,Principal_Residence,Refinance,Conventional,0.3772704413691366,0,Normal,False,False
44121,95.0,55000,485000.0,78.353,6.25,Principal_Residence,Other,Conventional,0.3625863056536233,0,Normal,False,False
44132,195.0,645000,775000.0,83.36,19.38,Principal_Residence,Home_Purchase,Conventional,0.3974085515422474,0,Normal,False,False
44139,823.0,1065000,1325000.0,80.0,23.1,Principal_Residence,Home_Purchase,Conventional,0.5761267262521099,2,Global outlier,True,False
44142,140.0,795000,1595000.0,49.75,19.14,Principal_Residence,Home_Purchase,Conventional,0.5057239670102722,1,Global outlier,True,False
44146,95.0,415000,415000.0,78.353,75.0,Principal_Residence,Home_Purchase,VA,0.3866586485587933,0,Normal,False,False
44152,96.0,25000,285000.0,32.12,9.15,Principal_Residence,Refinance,Conventional,0.5153696167967292,1,Global outlier,True,False
44156,95.0,505000,3105000.0,16.0,15.74,Second_Residence,Refinance,Conventional,0.6090545413172453,1,Global outlier,True,False
44159,94.0,1005000,1505000.0,66.667,17.55,Principal_Residence,Other,Conventional,0.5154239581460702,1,Global outlier,True,False
44170,64.0,475000,995000.0,47.4821,38.37,Principal_Residence,Refinance,Conventional,0.49941004381961873,1,Global outlier,True,False
44172,99.0,325000,435000.0,74.943,22.39,Principal_Residence,Home_Purchase,Conventional,0.35179049384631317,0,Normal,False,False
44180,26.0,105000,375000.0,78.353,95.13,Principal_Residence,Home_Purchase,Conventional,0.49482044140877496,1,Contextual/local outlier,False,True
44183,95.0,3005000,4255000.0,75.0,98.25,Investment,CashOut_Refinance,Conventional,0.697843539731063,4,Both (global + contextual),True,True
44186,95.0,205000,515000.0,80.0,42.11,Second_Residence,Refinance,Conventional,0.36147971265167195,0,Normal,False,False
44190,309.0,205000,585000.0,46.34,29.99,Principal_Residence,Other,Conventional,0.47047842310156895,1,Global outlier,True,False
44191,470.0,505000,1445000.0,64.66,59.83,Principal_Residence,CashOut_Refinance,Conventional,0.4934371491774046,1,Contextual/local outlier,False,True
44195,95.0,115000,375000.0,78.353,38.46,Principal_Residence,Refinance,VA,0.3896084880756134,0,Normal,False,False
44200,31.0,135000,365000.0,78.353,5.61,Principal_Residence,Refinance,FHA,0.3754431681250761,0,Normal,False,False
44202,152.0,105000,475000.0,27.38,9.41,Principal_Residence,Refinance,Conventional,0.4338336828975755,0,Normal,False,False
44208,156.0,685000,865000.0,80.0,42.16,Principal_Residence,Home_Purchase,Conventional,0.42870930170783556,0,Normal,False,False
44226,119.0,685000,755000.0,90.0,76.77,Principal_Residence,Home_Purchase,VA,0.4348837686244725,0,Normal,False,False
44228,124.0,565000,715000.0,80.0,41.6,Principal_Residence,Home_Purchase,Conventional,0.40628234450759954,0,Normal,False,False
44240,158.0,55000,545000.0,37.94,45.8,Investment,Home_Improvement,Conventional,0.5211906354702236,2,Both (global + contextual),True,True
44242,200.0,245000,1375000.0,32.055,11.26,Principal_Residence,Home_Improvement,Conventional,0.5590315446696007,3,Both (global + contextual),True,True
44269,302.0,295000,395000.0,75.0,52.66,Investment,Home_Purchase,Conventional,0.40386504966898334,0,Normal,False,False
44275,95.0,5000,135000.0,78.353,66.01,Principal_Residence,Home_Purchase,Conventional,0.5001981417423585,1,Global outlier,True,False
44276,137.0,255000,355000.0,73.143,8.91,Principal_Residence,CashOut_Refinance,Conventional,0.4297147738124083,1,Global outlier,True,False
44286,48.0,265000,4505000.0,78.353,60.3,Principal_Residence,Refinance,FHA,0.6097705255849263,2,Global outlier,True,False
44292,291.0,695000,925000.0,78.353,40.18,Principal_Residence,Home_Purchase,Conventional,0.45929419851498116,1,Global outlier,True,False
44298,415.0,655000,1655000.0,63.12,14.05,Principal_Residence,Home_Improvement,Conventional,0.545273751040491,2,Global outlier,True,False
44309,112.0,85000,105000.0,78.353,26.22,Principal_Residence,Home_Purchase,Conventional,0.3822252724195354,0,Normal,False,False
44312,141.0,475000,375000.0,78.353,14.91,Principal_Residence,CashOut_Refinance,Conventional,0.3527650253590861,0,Normal,False,False
44313,95.0,255000,375000.0,78.353,65.82,Principal_Residence,Refinance,VA,0.3755687922148896,0,Normal,False,False
44329,34.0,175000,725000.0,24.0,47.12,Investment,Refinance,Conventional,0.48986461035981277,1,Contextual/local outlier,False,True
44332,89.0,305000,325000.0,95.0,21.76,Principal_Residence,Home_Purchase,Conventional,0.3580545222910939,0,Normal,False,False
44344,595.0,1325000,1655000.0,80.0,62.15,Principal_Residence,Home_Purchase,Conventional,0.5903780270306712,1,Global outlier,True,False
44353,197.0,465000,525000.0,90.0,31.47,Investment,Home_Purchase,Conventional,0.4972684947126011,1,Contextual/local outlier,False,True
44361,125.0,315000,355000.0,90.0,14.36,Principal_Residence,Refinance,Conventional,0.4008090215187049,0,Normal,False,False
44364,511.0,685000,855000.0,80.0,47.05,Principal_Residence,Home_Purchase,Conventional,0.5190941811668471,1,Global outlier,True,False
44368,424.0,245000,835000.0,90.0,13.75,Principal_Residence,Refinance,Conventional,0.4695831826153816,2,Both (global + contextual),True,True
44375,120.0,365000,415000.0,88.1,71.87,Principal_Residence,CashOut_Refinance,Conventional,0.3715020187587907,0,Normal,False,False
44380,416.0,705000,995000.0,70.1,24.86,Principal_Residence,Refinance,Conventional,0.5124102368087696,1,Global outlier,True,False
44396,232.0,645000,705000.0,93.0,22.83,Principal_Residence,Home_Purchase,Conventional,0.477285137267472,1,Global outlier,True,False
44398,41.0,205000,375000.0,78.353,51.49,Principal_Residence,Refinance,FHA,0.36808531723886834,0,Normal,False,False
44414,105.0,105000,445000.0,77.55,19.61,Principal_Residence,Other,Conventional,0.38954543890919463,0,Normal,False,False
44435,136.0,245000,305000.0,80.0,0.0,Investment,Home_Purchase,Conventional,0.5138041897020154,1,Global outlier,True,False
44441,95.0,31005000,48605000.0,63.786,16.27,Investment,Refinance,Conventional,0.7028173752017433,3,Global outlier,True,False
44458,295.0,735000,1275000.0,57.39,36.33,Principal_Residence,Refinance,Conventional,0.49659639295951136,1,Global outlier,True,False
44460,49.0,145000,905000.0,15.719,86.45,Principal_Residence,Home_Improvement,Conventional,0.531446872309841,2,Both (global + contextual),True,True
44472,95.0,285000,285000.0,78.353,15.68,Principal_Residence,Home_Purchase,VA,0.3538624777640639,0,Normal,False,False
44478,108.0,215000,235000.0,95.0,42.24,Principal_Residence,Home_Purchase,Conventional,0.3572130692616834,0,Normal,False,False
44482,70.0,35000,505000.0,76.85,27.53,Principal_Residence,Home_Improvement,Conventional,0.4044851168118434,0,Normal,False,False
44510,29.0,45000,375000.0,78.353,81.45,Principal_Residence,Home_Purchase,Conventional,0.43443036694734755,0,Normal,False,False
44515,126.0,515000,515000.0,100.0,20.23,Principal_Residence,Home_Purchase,VA,0.3828985422517111,0,Normal,False,False
44516,67.0,175000,165000.0,101.477,0.0,Principal_Residence,Home_Purchase,Conventional,0.5673881894401065,2,Global outlier,True,False
44520,63.0,265000,435000.0,78.353,23.69,Principal_Residence,Home_Purchase,Conventional,0.35792889840749903,0,Normal,False,False
44529,107.0,395000,1005000.0,39.005,72.15,Principal_Residence,CashOut_Refinance,Conventional,0.5482831675534114,2,Global outlier,True,False
44539,316.0,525000,875000.0,59.909,17.84,Principal_Residence,CashOut_Refinance,Conventional,0.4652973021183943,1,Global outlier,True,False
44549,95.0,335000,355000.0,78.353,33.22,Principal_Residence,Home_Purchase,Conventional,0.35415281592707964,0,Normal,False,False
44558,95.0,1705000,2135000.0,80.0,95.59,Investment,Home_Purchase,Conventional,0.6554865404886828,3,Global outlier,True,False
44561,15.0,55000,55000.0,94.0,63.33,Principal_Residence,CashOut_Refinance,Conventional,0.4078821094042734,0,Normal,False,False
44572,5.0,15000,235000.0,4.317,64.14,Investment,Home_Improvement,Conventional,0.542924502184363,0,Normal,False,False
44574,554.0,275000,1375000.0,70.0,14.28,Principal_Residence,Home_Improvement,Conventional,0.4918229082172435,1,Global outlier,True,False
44576,198.0,315000,395000.0,80.0,5.27,Principal_Residence,CashOut_Refinance,Conventional,0.37781290535526807,0,Normal,False,False
44578,62.0,365000,365000.0,100.0,52.33,Principal_Residence,Home_Purchase,VA,0.38749801964236,0,Normal,False,False
44587,81.0,275000,1005000.0,27.5,88.36,Principal_Residence,CashOut_Refinance,Conventional,0.5528361315596946,2,Global outlier,True,False
44590,100.0,325000,335000.0,97.0,66.98,Principal_Residence,Home_Purchase,Conventional,0.39285231559548356,0,Normal,False,False
44604,87.0,205000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5106747809876062,1,Global outlier,True,False
44606,548.0,105000,315000.0,48.562,68.53,Principal_Residence,Other,Conventional,0.5350653734816896,2,Both (global + contextual),True,True
44607,60.0,35000,385000.0,53.31,96.5,Principal_Residence,Other,Conventional,0.5098844922755815,1,Global outlier,True,False
44625,169.0,155000,1105000.0,40.686,56.9,Principal_Residence,CashOut_Refinance,Conventional,0.4658449283385185,1,Global outlier,True,False
44670,95.0,545000,6935000.0,68.36,30.5,Principal_Residence,Refinance,Conventional,0.6424127462664797,3,Global outlier,True,False
44674,36.0,215000,245000.0,84.76,10.22,Principal_Residence,CashOut_Refinance,VA,0.3760680042054398,0,Normal,False,False
44677,95.0,45000,385000.0,88.98,15.05,Principal_Residence,Other,Conventional,0.3715542727282524,0,Normal,False,False
44680,240.0,425000,375000.0,78.353,42.58,Principal_Residence,Refinance,Conventional,0.4462460538375415,0,Normal,False,False
44697,249.0,305000,505000.0,60.0,82.14,Principal_Residence,CashOut_Refinance,Conventional,0.5519311308982621,1,Global outlier,True,False
44702,70.0,195000,255000.0,76.424,0.0,Principal_Residence,Home_Purchase,Conventional,0.5142500575732054,1,Global outlier,True,False
44722,79.0,355000,355000.0,96.5,78.42,Principal_Residence,Home_Purchase,FHA,0.3855784740900267,0,Normal,False,False
44733,1673.0,545000,375000.0,78.353,27.8,Principal_Residence,Home_Improvement,Conventional,0.4845655832212137,1,Contextual/local outlier,False,True
44778,75.0,505000,375000.0,78.353,34.67,Principal_Residence,CashOut_Refinance,Conventional,0.37174437373013636,0,Normal,False,False
44783,168.0,55000,375000.0,78.353,8.91,Principal_Residence,Home_Improvement,Conventional,0.4325461701424472,1,Global outlier,True,False
44796,48.0,35000,45000.0,78.353,6.33,Investment,Home_Purchase,Conventional,0.4852979744563806,1,Global outlier,True,False
44805,292.0,165000,375000.0,78.353,5.88,Investment,Home_Purchase,Conventional,0.5155951578231314,1,Global outlier,True,False
44808,90.0,95000,615000.0,78.676,37.52,Principal_Residence,Other,Conventional,0.35854595678239665,0,Normal,False,False
44827,37.0,165000,375000.0,78.353,42.05,Principal_Residence,Home_Purchase,Conventional,0.3634057098060826,0,Normal,False,False
44835,75.0,155000,155000.0,97.0,13.54,Principal_Residence,Home_Purchase,Conventional,0.3694980336916891,0,Normal,False,False
44842,89.0,315000,325000.0,78.353,9.48,Principal_Residence,Home_Purchase,VA,0.35171831069433573,0,Normal,False,False
44843,117.0,345000,375000.0,78.353,57.43,Principal_Residence,Refinance,Conventional,0.36856669288120875,0,Normal,False,False
44856,122.0,205000,375000.0,78.353,69.74,Principal_Residence,Home_Purchase,Conventional,0.3667336707999118,0,Normal,False,False
44858,206.0,125000,495000.0,24.98,19.57,Second_Residence,Home_Purchase,Conventional,0.4784808154428544,0,Normal,False,False
44861,66.0,265000,375000.0,70.933,17.31,Principal_Residence,Home_Purchase,Conventional,0.34842778142423664,0,Normal,False,False
44866,92.0,105000,555000.0,78.11,34.22,Principal_Residence,Home_Improvement,Conventional,0.4325066830029105,0,Normal,False,False
44869,129.0,35000,455000.0,67.1,5.15,Principal_Residence,CashOut_Refinance,Conventional,0.4959679641738133,1,Global outlier,True,False
44877,118.0,405000,435000.0,95.0,55.53,Principal_Residence,Home_Purchase,Conventional,0.3729337666440083,0,Normal,False,False
44880,150.0,955000,375000.0,78.353,54.39,Principal_Residence,Home_Purchase,VA,0.42532583892224807,0,Normal,False,False
44883,844.0,1005000,3755000.0,26.67,45.81,Principal_Residence,Other,Conventional,0.6840456315725545,4,Both (global + contextual),True,True
44886,260.0,755000,1375000.0,54.909,29.62,Second_Residence,Refinance,Conventional,0.4739567844447161,1,Global outlier,True,False
44895,79.0,305000,375000.0,78.353,22.42,Investment,Home_Purchase,Conventional,0.3632751379805729,0,Normal,False,False
44920,90.0,95000,375000.0,78.353,0.0,Principal_Residence,Refinance,Conventional,0.51407990923879,1,Global outlier,True,False
44921,146.0,105000,555000.0,49.712,8.59,Principal_Residence,Home_Improvement,Conventional,0.474435087650469,0,Normal,False,False
44930,247.0,55000,375000.0,78.353,49.25,Principal_Residence,Home_Improvement,Conventional,0.414214530376878,0,Normal,False,False
44931,83.0,295000,375000.0,96.5,0.0,Principal_Residence,Home_Purchase,FHA,0.5246987676056528,2,Global outlier,True,False
44949,27.0,55000,125000.0,44.094,21.12,Principal_Residence,Refinance,Conventional,0.44352530456237454,1,Contextual/local outlier,False,True
44953,104.0,265000,405000.0,66.0,80.03,Principal_Residence,CashOut_Refinance,Conventional,0.38298616912790673,0,Normal,False,False
44968,230.0,115000,505000.0,67.097,87.35,Principal_Residence,Other,Conventional,0.4556082051583066,0,Normal,False,False
45020,201.0,95000,375000.0,78.353,43.33,Principal_Residence,Home_Improvement,Conventional,0.44355401404411726,1,Global outlier,True,False
45047,146.0,535000,775000.0,68.831,45.01,Principal_Residence,Home_Purchase,Conventional,0.436730988794217,0,Normal,False,False
45061,348.0,245000,655000.0,55.44,14.8,Principal_Residence,Other,Conventional,0.5341194760945227,2,Global outlier,True,False
45062,517.0,665000,745000.0,89.9,56.34,Principal_Residence,Home_Purchase,Conventional,0.4909027879694113,0,Normal,False,False
45076,63.0,255000,475000.0,52.966,0.0,Second_Residence,Home_Purchase,Conventional,0.5355305872237652,2,Global outlier,True,False
45088,144.0,305000,755000.0,72.721,74.82,Principal_Residence,Refinance,Conventional,0.43739000740680595,1,Contextual/local outlier,False,True
45093,22.0,165000,215000.0,74.89,0.0,Principal_Residence,Home_Purchase,Conventional,0.5638209772795941,2,Global outlier,True,False
45101,66.0,105000,225000.0,44.444,65.61,Principal_Residence,Refinance,Conventional,0.5322841604947206,1,Global outlier,True,False
45109,114.0,235000,375000.0,78.353,17.97,Principal_Residence,Home_Purchase,Conventional,0.3588875882874714,0,Normal,False,False
45113,67.0,305000,355000.0,85.0,17.76,Principal_Residence,Home_Purchase,Conventional,0.3577463696597882,0,Normal,False,False
45118,97.0,395000,395000.0,100.0,59.52,Principal_Residence,Home_Purchase,VA,0.41033985583405613,0,Normal,False,False
45119,510.0,2805000,4005000.0,70.0,0.0,Principal_Residence,Home_Purchase,Conventional,0.701990998551679,3,Global outlier,True,False
45126,97.0,215000,375000.0,78.353,33.25,Principal_Residence,Home_Purchase,VA,0.3478560382815398,0,Normal,False,False
45138,41.0,205000,195000.0,100.5,89.56,Principal_Residence,CashOut_Refinance,FHA,0.4293029929671251,0,Normal,False,False
45148,95.0,375000,425000.0,78.353,59.63,Principal_Residence,CashOut_Refinance,VA,0.39520605330552044,0,Normal,False,False
45188,171.0,245000,325000.0,75.0,38.41,Principal_Residence,CashOut_Refinance,Conventional,0.3597485269650815,0,Normal,False,False
45190,75.0,345000,525000.0,78.353,24.08,Principal_Residence,Home_Purchase,Conventional,0.3580469786561624,0,Normal,False,False
45199,95.0,405000,405000.0,96.463,35.61,Principal_Residence,Refinance,FHA,0.35867960227059115,0,Normal,False,False
45201,95.0,385000,645000.0,78.353,35.01,Principal_Residence,CashOut_Refinance,Conventional,0.4177243082916144,0,Normal,False,False
45208,62.0,105000,1805000.0,5.56,58.49,Principal_Residence,Home_Improvement,Conventional,0.562900727997669,1,Global outlier,True,False
45214,113.0,285000,755000.0,38.27,89.63,Principal_Residence,CashOut_Refinance,FHA,0.5189914150074983,1,Contextual/local outlier,False,True
45222,118.0,335000,335000.0,25.88,0.0,Principal_Residence,Home_Purchase,VA,0.5785986739441081,2,Global outlier,True,False
45226,342.0,655000,855000.0,76.471,26.89,Principal_Residence,Home_Purchase,Conventional,0.5041289272482318,1,Global outlier,True,False
45232,71.0,185000,375000.0,78.353,9.2,Principal_Residence,Refinance,Conventional,0.3548286327479483,0,Normal,False,False
45234,65.0,25000,265000.0,9.328,56.06,Principal_Residence,Other,Conventional,0.4844974712738097,0,Normal,False,False
45236,65.0,245000,255000.0,98.719,0.0,Principal_Residence,Home_Purchase,VA,0.5259504455496973,2,Global outlier,True,False
45248,91.0,345000,385000.0,89.239,13.74,Principal_Residence,CashOut_Refinance,VA,0.39784632177620155,0,Normal,False,False
45267,54.0,185000,195000.0,78.353,63.47,Principal_Residence,Home_Purchase,VA,0.36986496641921346,0,Normal,False,False
45288,42.0,85000,85000.0,101.01,5.7,Principal_Residence,Home_Purchase,RHS_FSA,0.4168460947099202,0,Normal,False,False
45291,103.0,65000,365000.0,66.618,16.62,Principal_Residence,Refinance,Conventional,0.3888335143739428,0,Normal,False,False
45298,121.0,235000,295000.0,80.0,52.62,Principal_Residence,CashOut_Refinance,Conventional,0.374239188515666,0,Normal,False,False
45303,34.0,215000,375000.0,78.353,0.0,Principal_Residence,Home_Purchase,Conventional,0.5180581545360718,1,Global outlier,True,False
45322,95.0,385000,425000.0,80.0,21.27,Investment,Home_Purchase,Conventional,0.5217722436542522,1,Global outlier,True,False
45343,52.0,105000,455000.0,22.2,5.36,Principal_Residence,Refinance,Conventional,0.535757888968176,1,Global outlier,True,False
45346,95.0,415000,435000.0,95.0,40.99,Principal_Residence,Home_Purchase,FHA,0.3778052032024353,0,Normal,False,False
45353,99.0,565000,575000.0,96.5,76.73,Principal_Residence,Home_Purchase,FHA,0.4230111872571327,0,Normal,False,False
45360,59.0,155000,165000.0,101.0,23.66,Principal_Residence,Home_Purchase,Conventional,0.38202057638753134,0,Normal,False,False
45366,11.0,495000,615000.0,79.675,50.74,Second_Residence,Home_Purchase,Conventional,0.468532580165764,0,Normal,False,False
45367,82.0,405000,685000.0,60.0,95.14,Second_Residence,Home_Purchase,Conventional,0.43905604932571946,0,Normal,False,False
45383,37.0,275000,395000.0,69.231,6.85,Principal_Residence,Refinance,Conventional,0.4214524818134819,0,Normal,False,False
45392,45.0,95000,375000.0,78.353,62.75,Principal_Residence,Home_Purchase,Conventional,0.39173711870781136,0,Normal,False,False
45397,36.0,105000,255000.0,78.353,33.22,Principal_Residence,CashOut_Refinance,Conventional,0.40963999648242994,0,Normal,False,False
45415,36.0,135000,265000.0,49.0,13.36,Principal_Residence,CashOut_Refinance,Conventional,0.4818061510571218,1,Global outlier,True,False
45419,407.0,295000,425000.0,69.99,29.19,Investment,CashOut_Refinance,Conventional,0.39735387107730874,1,Contextual/local outlier,False,True
45462,0.0,195000,205000.0,96.589,65.71,Principal_Residence,Refinance,FHA,0.3974542534062477,1,Contextual/local outlier,False,True
45475,62.0,55000,215000.0,25.0,82.57,Principal_Residence,Refinance,Conventional,0.4821532518936247,1,Contextual/local outlier,False,True
45535,81.0,125000,375000.0,78.353,83.93,Principal_Residence,Home_Purchase,Conventional,0.41643740684079583,0,Normal,False,False
45548,379.0,255000,375000.0,78.353,47.53,Principal_Residence,Other,Conventional,0.4517450745949817,1,Global outlier,True,False
45552,90.0,25000,115000.0,70.573,44.22,Principal_Residence,Home_Improvement,Conventional,0.46892371863676846,1,Global outlier,True,False
45554,95.0,765000,1305000.0,78.353,15.73,Principal_Residence,CashOut_Refinance,Conventional,0.5179483250319731,2,Global outlier,True,False
45557,129.0,55000,1115000.0,35.53,69.53,Principal_Residence,Other,Conventional,0.5225057082102637,1,Global outlier,True,False
45577,600.0,65000,375000.0,78.353,31.99,Principal_Residence,CashOut_Refinance,Conventional,0.49432287419041293,1,Global outlier,True,False
45585,92.0,85000,255000.0,79.985,12.91,Principal_Residence,Refinance,Conventional,0.39416711554286404,1,Contextual/local outlier,False,True
45609,261.0,175000,1235000.0,49.528,24.97,Principal_Residence,CashOut_Refinance,Conventional,0.45896288512770256,1,Global outlier,True,False
45621,59.0,235000,235000.0,96.5,54.56,Principal_Residence,Home_Purchase,FHA,0.37415879147853376,0,Normal,False,False
45629,82.0,305000,355000.0,85.0,61.97,Principal_Residence,Home_Purchase,Conventional,0.40339179729604935,0,Normal,False,False
