,kmeans_cluster,anomaly_votes,iso_score
784,0,0,0.42134281771368554
785,2,0,0.3831508633950332
786,0,0,0.4029961002636212
787,3,0,0.3725997617688142
788,0,0,0.40571734913859026
789,0,0,0.3518873304818962
790,6,1,0.4562926022580654
791,2,0,0.3739757234205252
792,6,0,0.388331993995684
793,0,0,0.3945063490457813
794,6,0,0.3893339083688136
795,0,0,0.4652278150984039
796,2,0,0.35583445015933296
797,0,0,0.3865864959093821
798,2,0,0.37005029225916075
799,5,0,0.46527013905488984
800,2,0,0.35979699698071155
801,0,0,0.38701347046317985
802,1,1,0.4565304941915987
803,2,0,0.35595408528273015
804,2,0,0.3674418387666892
805,4,0,0.3725896885242481
806,6,0,0.357776343778713
807,0,0,0.355083312998252
808,0,0,0.39899028388533514
809,6,0,0.4065544569019047
810,2,0,0.4119378070386761
811,0,0,0.44329786095522183
812,2,0,0.3893562184392581
813,2,0,0.3666165758870859
814,6,0,0.37775035593851697
815,2,0,0.4353694163065471
816,3,0,0.4492659645251222
817,2,0,0.3864123494248289
818,2,0,0.3887204860148694
819,6,0,0.42202160559019297
820,3,1,0.4760276808888384
821,0,0,0.43038610434921365
822,2,0,0.45926964332896814
823,0,0,0.39307547627564915
824,4,0,0.3863463150612483
825,2,0,0.3528872406936208
826,5,1,0.4577388843225963
827,0,0,0.36874812591611233
828,2,2,0.5262518126663371
829,2,0,0.38989544265671805
830,0,0,0.4084675243492124
831,0,0,0.47064459968097605
832,2,0,0.3469781567724357
833,0,0,0.35601108687432304
834,4,0,0.3602643163988868
835,0,0,0.4211468219015476
836,6,0,0.44060656303059814
837,0,0,0.4186778891518519
838,5,0,0.4150851232596699
839,5,3,0.6179180979377433
840,1,0,0.42670897829701765
841,0,0,0.44960706588914173
842,2,0,0.39465990264044915
843,2,0,0.37235475782620087
844,2,0,0.37520664360820905
845,6,0,0.43685990900636607
846,4,0,0.3774226688799477
847,0,0,0.46641705693142727
848,3,0,0.34781991700365134
849,0,0,0.4377780079707394
850,2,0,0.36569779224978405
851,0,0,0.36330651171717504
852,0,0,0.4299561797930835
853,0,0,0.4375905081088729
854,0,0,0.37847539711020745
855,2,0,0.43559790924414893
856,3,0,0.3962460545255197
857,4,0,0.3646848731268099
858,2,0,0.352723375981208
859,5,2,0.6308932049061499
860,2,0,0.3681752849673724
861,1,0,0.37666444502350444
862,4,0,0.4169313138459944
863,4,1,0.43460076482391474
864,4,0,0.3644760036252444
865,1,0,0.4626386058629513
866,2,0,0.3649668199166702
867,2,0,0.36531720413464924
868,4,0,0.42485698258164983
869,1,0,0.42373033587239645
870,2,0,0.34260740500475617
871,2,0,0.36049100393025
872,0,0,0.39727574127270837
873,2,0,0.36927280922041045
874,0,0,0.35536176916900253
875,2,0,0.3776913903328165
876,4,0,0.384650637580752
877,6,0,0.37027532408627045
878,2,0,0.3571998935874221
879,4,0,0.4004898949596702
880,0,0,0.46264494367152187
881,2,0,0.3757329868887321
882,2,0,0.38786371918526863
883,6,0,0.3720689698603492
884,2,0,0.37840652310458345
885,6,0,0.3831603002798871
886,0,0,0.45728504619303517
887,2,0,0.3717520703314704
888,2,0,0.36156887413155603
889,0,0,0.4314316757339731
890,0,0,0.363051000253968
891,0,0,0.37115553741759216
892,2,0,0.37549672194788464
893,6,0,0.41153490807644677
894,5,1,0.5209495798008282
895,2,0,0.3859776143279258
896,2,0,0.3524852522997161
897,4,2,0.5711758230895388
898,0,0,0.41745272755953905
899,4,1,0.5298121175983681
900,2,0,0.4303166134387551
901,2,0,0.4136147627134563
902,0,0,0.4268812840250528
903,2,0,0.36794053866280363
904,5,2,0.49193008137631977
905,1,0,0.39409084151275775
906,4,0,0.371913650766227
907,2,0,0.35727544768840436
908,6,0,0.380550629807569
909,0,0,0.3891837274729873
910,2,0,0.3935348741019364
911,6,0,0.4192514562825804
912,6,3,0.4757261428716001
913,0,0,0.37372384421904997
914,2,2,0.5205963579851934
915,4,0,0.3938571417034786
916,2,0,0.44920549722545244
917,2,0,0.3608924590812494
918,2,0,0.4401554988228655
919,2,1,0.5227455225394189
920,4,0,0.3694388637489071
921,0,0,0.3762238023084302
922,2,0,0.37930154618541095
923,2,0,0.3775531990348271
924,2,0,0.3784773821321698
925,0,0,0.4201448719259327
926,0,0,0.3625469165035412
927,0,0,0.34674012621950984
928,2,0,0.3786777597992202
929,3,0,0.37831945531965083
930,0,0,0.3579723720023127
